Title,Authors,DOI,DOI link,Venue,Citation count,Year
Stress and life satisfaction among alcohol addicts,"Stevan Barać, B. Vukcevic, Medo Gutić, Milan Đorđić, Teodora Safiye",10.5937/mckg55-35483,https://doi.org/10.5937/mckg55-35483,Medicinski casopis,0,2021
Estimating the causal effect of alcohol consumption on well-being for a cross-section of 9 former Soviet Union countries.,"E. Mentzakis, M. Suhrcke, B. Roberts, A. Murphy, M. Mckee",10.1016/j.socscimed.2013.04.019,https://doi.org/10.1016/j.socscimed.2013.04.019,Social Science & Medicine (1967),11,2013
Brief interventions reduce alcohol consumption in men with drinking problems,Barry Rinker,10.7326/ACPJC-1995-123-1-013,https://doi.org/10.7326/ACPJC-1995-123-1-013,ACP Journal Club,0,1995
ALCOHOL-INDUCED STRESS AND SOCIAL SUPPORT AS INFLUENCES OF THE ADULT SUBSTANCE ABUSER'S HEALTH AND WELL-BEING,Bongjae Lee,-,-,-,3,2005
Life course outcomes for women with different alcohol consumption trajectories: A population-based longitudinal study.,"N. Tran, A. Clavarino, Gail M. Williams, J. Najman",10.1111/dar.12428,https://doi.org/10.1111/dar.12428,Drug and Alcohol Review,5,2016
Alcohol and parenthood: An integrative analysis of the effects of transition to parenthood in three Australasian cohorts.,"R. Borschmann, Denise Becker, E. Spry, G. Youssef, C. Olsson, C. Olsson, D. Hutchinson, E. Silins, J. Boden, M. Moreno-Betancur, J. Najman, L. Degenhardt, R. Mattick, H. Romaniuk, L. Horwood, G. Patton",10.1016/j.drugalcdep.2019.02.004,https://doi.org/10.1016/j.drugalcdep.2019.02.004,Drug and Alcohol Dependence,32,2019
The Influence of Alcohol Consumption on Income and Health: Empirical Evidence from a Panel of OECD Countries,Jae-hyung Lee,-,-,-,0,2013
"Sleep, Alcohol, and Quality of Life","T. Roehrs, T. Roth",10.1007/978-1-60327-343-5_34,https://doi.org/10.1007/978-1-60327-343-5_34,-,7,2008
The Beneficial Role of Involvement in Alcoholics Anonymous for Existential and Subjective Well-Being of Alcohol-Dependent Individuals? The Model Verification,M. Wnuk,10.3390/ijerph19095173,https://doi.org/10.3390/ijerph19095173,International Journal of Environmental Research and Public Health,9,2022
When does change begin following screening and brief intervention among depressed problem drinkers?,"A. Baker, F. Kay-Lambkin, C. Gilligan, D. Kavanagh, Fran Baker, T. Lewin",10.1016/j.jsat.2012.07.009,https://doi.org/10.1016/j.jsat.2012.07.009,Journal of Substance Abuse Treatment,10,2013
Kort intervensjon hos fastlegen gir reduksjon i alkoholinntak,Alexander Wahl,-,-,-,0,2018
The long-term effect of a population-based life-style intervention on smoking and alcohol consumption. The Inter99 Study--a randomized controlled trial.,"S. Baumann, U. Toft, M. Aadahl, T. Jørgensen, C. Pisinger",10.1111/add.13052,https://doi.org/10.1111/add.13052,Addiction,31,2015
Can Simply Answering Research Questions Change Behaviour? Systematic Review and Meta Analyses of Brief Alcohol Intervention Trials,"J. Mccambridge, K. Kypri",10.1371/journal.pone.0023748,https://doi.org/10.1371/journal.pone.0023748,PLoS ONE,247,2011
Impact of heavy drinkers on others' health and well-being.,"M. Livingston, C. Wilkinson, A. Laslett",10.15288/JSAD.2010.71.778,https://doi.org/10.15288/JSAD.2010.71.778,Journal of Studies on Alcohol and Drugs,47,2010
Changes in mental and physical well-being among problematic alcohol and drug users in 12-month Internet-based intervention trials.,"A. H. Berman, P. Wennberg, K. Sinadinovic",10.1037/a0038420,https://doi.org/10.1037/a0038420,Psychology of Addictive Behaviors,22,2015
Has the increased participation in the national campaign ‘Dry January’ been associated with cutting down alcohol consumption in England?,"Philippa Case, C. Angus, F. de Vocht, J. Holmes, S. Michie, Jamie Brown",10.1016/j.drugalcdep.2021.108938,https://doi.org/10.1016/j.drugalcdep.2021.108938,Drug and Alcohol Dependence,3,2021
Reducing the standard serving size of alcoholic beverages prompts reductions in alcohol consumption,"Inge Kersbergen, M. Oldham, Andrew Jones, M. Field, C. Angus, E. Robinson",10.1111/add.14228,https://doi.org/10.1111/add.14228,Addiction,27,2018
"Effects of acute exercise on craving, mood and anxiety in non-treatment seeking adults with alcohol use disorder: An exploratory study.","M. Hallgren, D. Vancampfort, M. T. Hoang, Victoria Andersson, Ö. Ekblom, S. Andréasson, M. Herring",10.1016/j.drugalcdep.2021.108506,https://doi.org/10.1016/j.drugalcdep.2021.108506,Drug and Alcohol Dependence,20,2021
Does A Major Earthquake Change Attitudes and Well-Being Judgments? A Natural Experiment,"S. Oishi, F. Kohlbacher, Hyewon Choi",10.1177/1948550617707016,https://doi.org/10.1177/1948550617707016,-,18,2018
"Short-term abstinence from alcohol and changes in cardiovascular risk factors, liver function tests and cancer-related growth factors: a prospective observational study","G. Mehta, S. Macdonald, A. Cronberg, M. Rosselli, T. Khera-Butler, Colin Sumpter, Safa Al-Khatib, Anjly Jain, James B Maurice, Christos Charalambous, A. Gander, C. Ju, Talay Hakan, R. Sherwood, D. Nair, R. Jalan, K. Moore",10.1136/bmjopen-2017-020673,https://doi.org/10.1136/bmjopen-2017-020673,BMJ Open,34,2018
The effectiveness of a brief intervention to reduce alcohol consumption in pregnancy: a controlled trial,"J. Sheehan, Aileen Gill, Brendan D. Kelly",10.1017/ipm.2014.28,https://doi.org/10.1017/ipm.2014.28,Irish Journal of Psychological Medicine,8,2014
SF-6D utility scores for alcohol use disorder status and alcohol consumption risk levels in the US population.,"C. Barbosa, J. Bray, William N. Dowd, Alan Barnosky, E. Wittenberg",10.1111/add.15224,https://doi.org/10.1111/add.15224,Addiction,9,2020
Temporal patterns of alcohol consumption and attempts to reduce alcohol intake in England,"F. de Vocht, Jamie Brown, E. Beard, C. Angus, A. Brennan, S. Michie, R. Campbell, M. Hickman",10.1186/s12889-016-3542-7,https://doi.org/10.1186/s12889-016-3542-7,BMC Public Health,28,2016
Impact of breathing and relaxation training (Sudarshan Kriya) on cases of alcohol dependence syndrome,"P. Yadav, K. Chatterjee, J. Prakash, Neha Salhotra, V. Chauhan, K. Srivastava",10.4103/ipj.ipj_117_21,https://doi.org/10.4103/ipj.ipj_117_21,Industrial Psychiatry Journal,2,2021
문제음주가 생활만족도에 미치는 영향,"엄순옥, 문재우",-,-,-,0,2015
Effect of Binge-Drinking on Quality of Life in the ‘Seguimiento Universidad de Navarra’ (SUN) Cohort,"R. Perez-Araluce, M. Bes-Rastrollo, M. Martínez-González, E. Toledo, M. Ruíz-Canela, M. Barbería-Latasa, A. Gea",10.3390/nu15051072,https://doi.org/10.3390/nu15051072,Nutrients,4,2023
On the Road to Damascus? A Qualitative Study of Life Events and Decreased Drinking,"Alison Rolfe, S. Dalton, J. Orford",10.1177/009145090503200405,https://doi.org/10.1177/009145090503200405,-,3,2005
The efficacy of treatments in reducing alcohol consumption: a meta-analysis.,Vito Agosti,10.3109/10826089509055828,https://doi.org/10.3109/10826089509055828,International Journal of the Addictions,30,1995
The Impact of Public Smoking Bans on Well‐Being Externalities: Evidence from a Policy Experiment,"Miaoqing Yang, Eugenio Zucchelli",10.1111/sjpe.12150,https://doi.org/10.1111/sjpe.12150,-,6,2018
"Does Reducing Drinking in Patients with Unhealthy Alcohol Use Improve Pain Interference, Use of Other Substances, and Psychiatric Symptoms?","E. Caniglia, E. R. Stevens, Maria R Khan, Kailyn E. Young, K. Ban, B. Marshall, Natalie E. Chichetto, Julie R. Gaither, S. Crystal, E. J. Edelman, D. Fiellin, A. Gordon, K. Bryant, J. Tate, A. Justice, R. Braithwaite",10.1111/acer.14455,https://doi.org/10.1111/acer.14455,Alcoholism: Clinical and Experimental Research,10,2020
Correlates of Reduced Alcohol Consumption among a Sample of Young Australians.,"Michelle Raggatt, C. Wright, P. Dietze, A. Pennay, G. Caluzzi, M. Lim",10.1093/alcalc/agz057,https://doi.org/10.1093/alcalc/agz057,Alcohol and Alcoholism,1,2019
THE IMPACT OF PUBLIC SMOKING BANS ON WELL-BEING EXTERNALITIES : EVIDENCE FROM A NATURAL EXPERIMENT,"Miaoqing Yang, Eugenio Zucchelli",-,-,-,3,2015
Beyond BASICS: A scoping review of novel intervention content to enhance the efficacy of brief alcohol interventions for emerging adults.,"James G. Murphy, Kathryn S Gex, Ashley A Dennhardt, A. P. Miller, Susan E O'Neill, Brian Borsari",10.1037/adb0000811,https://doi.org/10.1037/adb0000811,Psychology of Addictive Behaviors,9,2022
Wide-Ranging Responses to Temporary Abstinence Challenges Among UK-Based Heavier Drinkers: A Three-Wave Longitudinal Interpretative Phenomenological Analysis.,"Dom Conroy, Ashlea Bartram",10.1177/10497323251320913,https://doi.org/10.1177/10497323251320913,Qualitative Health Research,0,2025
Alcohol and the Etiology of Depression.,E. Nunes,10.1176/appi.ajp.20230004,https://doi.org/10.1176/appi.ajp.20230004,American Journal of Psychiatry,18,2023
‘Why can't I just not drink?’ A qualitative study of adults' social experiences of stopping or reducing alcohol consumption,"A. Bartram, J. Eliott, S. Crabb",10.1111/dar.12461,https://doi.org/10.1111/dar.12461,Drug and Alcohol Review,43,2017
Brief alcohol interventions for adolescents and young adults: a systematic review and meta-analysis.,"E. Tanner‐Smith, M. Lipsey",10.1016/j.jsat.2014.09.001,https://doi.org/10.1016/j.jsat.2014.09.001,Journal of Substance Abuse Treatment,385,2015
Thinking about Drinking: An Investigation into the Effectiveness of Government Health Initiatives to Reduce Hazardous Drinking in Young Adults,D. Holland,-,-,-,0,2013
Longitudinal alcohol consumption patterns and health‐related quality of life: Results from the National Epidemiologic Survey on Alcohol and Related Conditions,"Sameer Imtiaz, G. Loheswaran, B. Le Foll, J. Rehm",10.1111/dar.12503,https://doi.org/10.1111/dar.12503,Drug and Alcohol Review,22,2018
Mobile technology-based interventions for adult users of alcohol: A systematic review of the literature.,"Lauren A. Fowler, Sidney Holt, Deepti Joshi",10.1016/j.addbeh.2016.06.008,https://doi.org/10.1016/j.addbeh.2016.06.008,Addictive Behaviours,106,2016
Alcohol availability and alcohol-related health among adults exposed in utero: natural experimentEmelie Thern,"E. Thern, D. Carslake, G. Davey-Smith, F. Rasmussen",10.1093/EURPUB/CKW167.013,https://doi.org/10.1093/EURPUB/CKW167.013,-,0,2016
"Persuading People to Drink Less Alcohol: The Role of Message Framing, Temporal Focus and Autonomy.","S. Churchill, L. Pavey, D. Jessop, P. Sparks",10.1093/ALCALC/AGW033,https://doi.org/10.1093/ALCALC/AGW033,Alcohol and Alcoholism,24,2016
Alcohol Consumption and Quality of Life in Middle-aged Men,Jeong-Sook Lee,10.5812/ijhrba-132404,https://doi.org/10.5812/ijhrba-132404,International journal of high risk behaviors and addiction,1,2023
"The impact of unemployment on cognitive, affective, and eudaimonic well-being facets: Investigating immediate effects and short-term adaptation.","Mario Lawes, Clemens Hetschko, R. Schöb, G. Stephan, M. Eid",10.1037/pspp0000417,https://doi.org/10.1037/pspp0000417,Journal of Personality and Social Psychology,18,2022
Change in moderate alcohol consumption and quality of life: evidence from 2 population-based cohorts,"Xiaoxin I. Yao, Michael Y. Ni, Felix Cheung, Joseph T. Wu, C. Schooling, G. Leung, H. Pang",10.1503/cmaj.181583,https://doi.org/10.1503/cmaj.181583,Canadian Medical Association Journal,9,2019
"The effect of reduced alcohol consumption on blood pressure: a randomised, controlled, single blind study.","H. Ueshima, Toshio Ogihara, S. Baba, Y. Tabuchi, K. Mikawa, K. Hashizume, T. Mandai, H. Ozawa, Y. Kumahara, S. Asakura",-,-,Journal of Human Hypertension,47,1987
How have people who have stopped or reduced their alcohol consumption incorporated this into their social rituals?,"A. Bartram, J. Eliott, S. Hanson-Easey, S. Crabb",10.1080/08870446.2017.1300260,https://doi.org/10.1080/08870446.2017.1300260,Psychology and Health,15,2017
Alcohol intake reduction for controlling hypertension.,"M. T. Acín, J. Rueda, L. C. Saiz, Verónica Parent Mathias, N. Alzueta, I. Solá, J. Garjón, J. Erviti",10.1002/14651858.CD010022,https://doi.org/10.1002/14651858.CD010022,Cochrane Database of Systematic Reviews,16,2012
"A pilot study of the acceptability, efficacy, and iatrogenic effects of a brief dynamic norms intervention for reducing young adult alcohol use.","S. Graupensperger, Anna E. Jaffe, J. Blayney, Jennifer C. Duckworth, Cynthia A. Stappenbeck",10.1111/acer.15202,https://doi.org/10.1111/acer.15202,"Alcohol, clinical & experimental research",1,2023
BOUNCING BACK: THE TEMPORARY IMPACT OF THE PANDEMIC ON OLDER ADULTS’ PSYCHOLOGICAL WELL-BEING,"Paola Zaninotto, E. Iob, Shaun Scholes, Andrew Steptoe",10.1093/geroni/igae098.0923,https://doi.org/10.1093/geroni/igae098.0923,Innovation in aging,0,2024
"Effect of Mindfulness Meditation on the Quality of Life of Alcoholics in a Selected De-addiction Centre at Mangalore, Karnataka","B. Antony, Agnes Elizabeth Jose",10.48029/nji.2016.cvii508,https://doi.org/10.48029/nji.2016.cvii508,The Nursing journal of India,0,2016
Changing drinking pattern does not influence health perception: a longitudinal study of the atherosclerosis risk in communities study,"M. Eigenbrodt, F. Fuchs, D. Couper, D. Goff, C. Sanford, R. Hutchinson, Z. Bursac",10.1136/jech.2005.039735,https://doi.org/10.1136/jech.2005.039735,Journal of Epidemiology and Community Health,10,2006
Alcohol consumption and life satisfaction among adolescents : The moderating role of gender,C. Hagquist,-,-,-,0,2018
Smartphone apps for managing alcohol consumption: a literature review,"Stephanie Colbert, L. Thornton, R. Richmond",10.1186/s13722-020-00190-x,https://doi.org/10.1186/s13722-020-00190-x,Addiction Science & Clinical Practice,62,2020
Short-term methadone administration reduces alcohol consumption in non-alcoholic heroin addicts.,"F. Caputo, G. Addolorato, M. Domenicali, A. Mosti, M. Viaggi, F. Trevisani, G. Gasbarrini, M. Bernardi, G. Stefanini",10.1093/ALCALC/37.2.164,https://doi.org/10.1093/ALCALC/37.2.164,Alcohol and Alcoholism,43,2002
Kvaliteta života ovisnika o alkoholu u Dnevnoj bolnici,Lidija Radoš,-,-,-,0,2018
Exploring the relationships between adolescent alcohol misuse and later life health outcomes,"Angela Pascale, M. Stephenson, P. Barr, A. Latvala, S. Aaltonen, Maarit Piirtola, R. Viken, R. rose, J. Kaprio, H. Maes, D. Dick, J. Salvatore",10.1111/acer.14917,https://doi.org/10.1111/acer.14917,Alcoholism: Clinical and Experimental Research,6,2022
Biochemical Effects on the Liver of 1 Month of Alcohol Abstinence in Moderate Alcohol Consumers,"I. Munsterman, Martine Groefsema, Gert Weijers, Willemijn M. Klein, Dorine W. Swinkels, J. Drenth, Arnt F. A. Schellekens, Eric T T L Tjwa",10.1093/alcalc/agy031,https://doi.org/10.1093/alcalc/agy031,Alcohol and Alcoholism,20,2018
"Quality of life, sleep, mood and alcohol consumption: a complex interaction","J. Foster, Timothy J. Peters, P. Kind",10.1080/135562101200100616,https://doi.org/10.1080/135562101200100616,Addiction Biology,55,2002
The Impact of Alcohol Intake on Human Beings Health in China,"Wenbin Wang, Kaiye Gao, Qing Wei",10.1007/978-3-319-08416-9_9,https://doi.org/10.1007/978-3-319-08416-9_9,International Conference on Smart Health,1,2014
Changes in alcohol consumption among Belgian adults participating in the internet-based one-month-abstinence campaign ‘Tournée Minérale’,"Annelies Thienpondt, J. Van Cauwenberg, J. Van Damme, G. Nagelhout, B. Deforche",10.1186/s13690-024-01491-2,https://doi.org/10.1186/s13690-024-01491-2,Archives of public health = Archives belges de sante publique,2,2025
Maximising life’s small pleasures and its effect on well-being.,"J. Croguennec, Desirée Kozlowski",10.3389/conf.fpsyg.2018.74.00005,https://doi.org/10.3389/conf.fpsyg.2018.74.00005,-,0,2018
Evaluation of Australia's first older adult-specific early intervention for reducing alcohol-related harm.,"S. Bright, Cylie M. Williams",10.1071/AH17013,https://doi.org/10.1071/AH17013,Australian Health Review,2,2018
Brief alcohol intervention and health-related quality of life among primary health care patients in Estonia,"K. Põlluste, M. Lember",10.5114/FMPCR.2018.73848,https://doi.org/10.5114/FMPCR.2018.73848,-,0,2018
"A cross-sectional study on domestic violence, marital satisfaction, and quality of life among partners of patients with alcohol use disorder","Divija Bunga, R. Bipeta, Umashankar Molanguri",10.4103/amh.amh_77_21,https://doi.org/10.4103/amh.amh_77_21,Archives of Mental Health,4,2022
[Moderate alcohol consumption brings no positive effect on health. A critical research analysis].,"S. Andréasson, T. Chikritzhs, F. Dangardt, H. Holder, T. Naimi, T. Stockwell",-,-,Läkartidningen,2,2016
Applying Positive Psychology to Alcohol-Misusing Adolescents A Pilot Intervention Dissertation,-,-,-,-,4,2009
Alcohol and Short-Run Mortality: Evidence from a Modern-Day Prohibition,"K. Barron, D. Bradshaw, C. Parry, R. Dorrington, P. Groenewald, R. Laubscher, R. Matzopoulos",10.2139/ssrn.3744031,https://doi.org/10.2139/ssrn.3744031,Social Science Research Network,7,2021
The effects of a brief meaning in life intervention on the incentive salience of alcohol.,"B. Ostafin, Nils Feyel",10.1016/j.addbeh.2018.10.035,https://doi.org/10.1016/j.addbeh.2018.10.035,Addictive Behaviours,17,2019
Short-term alcohol consumption may have detrimental effect on fibrinolysis and endothelial function: preliminary report of prospective randomised study.,"J. Banach, E. Żekanowska, R. Bujak, W. Gilewski, J. Błażejewski, D. Karasek, Wojciech Balak, J. Pietrzak, W. Sinkiewicz",10.5603/KP.a2013.0085,https://doi.org/10.5603/KP.a2013.0085,Kardiologia polska,8,2013
Screening for hazardous drinking in a population of well women.,H. K. Scott,10.12968/BJON.2000.9.2.6387,https://doi.org/10.12968/BJON.2000.9.2.6387,British Journal of Nursing,5,2000
"Alcohol risk drinking, quality of life and health state among patients treated at the Sobering Unit in the emergency department - One year follow-up study.","M. Koivunen, Sanna Harju, T. Kauko, M. Välimäki",10.1016/j.ienj.2016.06.003,https://doi.org/10.1016/j.ienj.2016.06.003,International Emergency Nursing,9,2017
Effects of short-term abstinence from alcohol on subsequent drinking patterns of social drinkers.,"M. Carey, K. Carey, S. Maisto",10.1002/1097-4679(198803)44:2<298::AID-JCLP2270440235>3.0.CO;2-P,https://doi.org/10.1002/1097-4679(198803)44:2<298::AID-JCLP2270440235>3.0.CO;2-P,Journal of Clinical Psychology,3,1988
Does smoking reduction make smokers happier? Evidence from a cross-sectional survey,"E. Beard, Jamie Brown, R. West",10.1017/JSC.2013.14,https://doi.org/10.1017/JSC.2013.14,-,3,2014
Are Alcohol Excise Taxes Good for Us? Short and Long-Term Effects on Mortality Rates,"P. Cook, J. Ostermann, F. Sloan",10.3386/W11138,https://doi.org/10.3386/W11138,-,25,2005
Would reducing the level of alcohol consumption reduce rates of alcohol-related harm? : the state of evidence,R. Room,-,-,-,0,2002
"Effects of Regular Low-Level Alcohol Consumption in Healthy Individuals: A Randomized, Double-Blind, Placebo-Controlled Crossover Study","S. Oshima, Sachie Shiiya, Yasuhito Kato",10.3390/healthcare10050882,https://doi.org/10.3390/healthcare10050882,Healthcare,1,2022
The Short Term Effects of an Early Intervention Program for Alcoholism Prevention in Adults: A Pilot Study,Kang Kyonghwa,10.5392/JKCA.2018.18.11.550,https://doi.org/10.5392/JKCA.2018.18.11.550,-,1,2018
Alcohol's harm to others: reduced wellbeing and health status for those with heavy drinkers in their lives.,"S. Casswell, R. You, T. Huckle",10.1111/j.1360-0443.2011.03361.x,https://doi.org/10.1111/j.1360-0443.2011.03361.x,Addiction,163,2011
Associations between alcohol brief intervention in primary care and drinking and health outcomes in adults with hypertension and type 2 diabetes: a population-based observational study,"F. Chi, Sujaya Parthasarathy, Vanessa A. Palzes, A. Kline-Simon, C. Weisner, D. Satre, R. Grant, Joseph Elson, T. Ross, Sameer V Awsare, Yun Lu, V. Metz, S. Sterling",10.1136/bmjopen-2022-064088,https://doi.org/10.1136/bmjopen-2022-064088,BMJ Open,5,2023
Alcohol's harm to others' well-being and health: a comparison between Chile and Australia.,"Francisca Dussaillant, Miguel A. Fernández",10.1093/alcalc/agv002,https://doi.org/10.1093/alcalc/agv002,Alcohol and Alcoholism,23,2015
Measuring the effects on quality of life and alcohol consumption of a program to reduce binge drinking in Spanish adolescents.,"A. Vargas-Martínez, M. Trapero-Bertran, M. Lima-Serrano, N. Anokye, S. Pokhrel, T. Mora",10.1016/j.drugalcdep.2019.107597,https://doi.org/10.1016/j.drugalcdep.2019.107597,Drug and Alcohol Dependence,10,2019
Working adults’ well‐being: An online self‐help goal‐based intervention,"J. Oliver, A. MacLeod",10.1111/joop.12212,https://doi.org/10.1111/joop.12212,Journal of Occupational and Organizational Psychology,16,2018
Effects of Daily Social Support on Tension-Reduction Drinking,Debi Brannan,10.15760/ETD.764,https://doi.org/10.15760/ETD.764,-,0,2011
Patterns in Reduction or Cessation of Drinking in Australia (2001–2013) and Motivation for Change,"A. Pennay, S. Callinan, M. Livingston, D. Lubman, J. Holmes, S. Maclean, R. Herring, P. Dietze",10.1093/alcalc/agy072,https://doi.org/10.1093/alcalc/agy072,Alcohol and Alcoholism,14,2018
Brief interventions reduce alcohol abuse and its effects,M. McCue,-,-,-,0,2010
"Life Satisfaction and Subsequent Physical, Behavioral, and Psychosocial Health in Older Adults.","Eric S. Kim, Scott W. Delaney, L. Tay, Ying Chen, Ed Diener, T. VanderWeele",10.1111/1468-0009.12497,https://doi.org/10.1111/1468-0009.12497,Milbank Quarterly,137,2021
Subjective wellbeing: why weather matters,"J. Feddersen, R. Metcalfe, M. Wooden",10.1111/rssa.12118,https://doi.org/10.1111/rssa.12118,-,54,2016
Alcohol and Cigarette Use From Ages 23 to 55: Links With Health and Well-Being in the Long-Term National Child Development Study.,"Jeremy Staff, J. Maggs",10.15288/JSAD.2017.78.394,https://doi.org/10.15288/JSAD.2017.78.394,Journal of Studies on Alcohol and Drugs,5,2017
Study findings support recent reduction in safe drinking limits.,-,10.7748/ns.31.45.16.s17,https://doi.org/10.7748/ns.31.45.16.s17,Nursing Standard,0,2017
"Alcohol, moods and male-female differences: daily interactive voice response over 6 months.","V. Harder, Lynsay Ayer, G. Rose, M. Naylor, J. Helzer",10.1093/alcalc/agt069,https://doi.org/10.1093/alcalc/agt069,Alcohol and Alcoholism,22,2014
Computer better than standard care in reducing drinking,A. Knopf,10.1002/adaw.32866,https://doi.org/10.1002/adaw.32866,-,0,2020
"Sex, Drugs, Alcohol and Subjective Well‐Being: Selection or Causation?",D. Nikolaou,10.1111/kykl.12196,https://doi.org/10.1111/kykl.12196,Kyklos (Basel),5,2018
An Evaluation of Potential Unintended Consequences of a Nicotine Product Standard: A Focus on Drinking History and Outcomes.,"Sarah S. Dermody, Katelyn M. Tessier, Ellen Meier, M. al’Absi, Rachel L. Denlinger-Apte, D. Drobes, Joni A. Jensen, J. Koopmeiners, Lauren R. Pacek, J. Tidey, R. Vandrey, E. Donny, D. Hatsukami",10.1093/ntr/ntaa236,https://doi.org/10.1093/ntr/ntaa236,Nicotine & Tobacco Research,5,2020
Age Effect on the Bidirectional Relations Between Alcohol Consumption and Pain,"Matthew R Lee, K. Sher, Ellen W Yeung",10.1093/geroni/igab046.1115,https://doi.org/10.1093/geroni/igab046.1115,Innovation in aging,0,2021
SY21-1ARE THERE ANY BENEFITS FROM REDUCING ALCOHOL CONSUMPTION?,H. Alho,10.1093/ALCALC/AGU052.89,https://doi.org/10.1093/ALCALC/AGU052.89,-,0,2014
Does Valuing Happiness Lead to Well-Being?,Kuan-Ju Huang,10.1177/09567976241263784,https://doi.org/10.1177/09567976241263784,Psychology Science,0,2024
Older adults’ health and changes in late-life drinking patterns,"R. Moos, P. Brennan, K. Schutte, B. Moos",10.1080/13607860412331323818,https://doi.org/10.1080/13607860412331323818,Aging & Mental Health,66,2005
"Alcohol brief intervention, specialty treatment and drinking outcomes at 12 months: Results from a systematic alcohol screening and brief intervention initiative in adult primary care.","F. Chi, Sujaya Parthasarathy, Vanessa A. Palzes, Andrea H Kline-Simon, V. Metz, C. Weisner, D. Satre, Cynthia I. Campbell, Joseph Elson, T. Ross, Yun Lu, S. Sterling",10.1016/j.drugalcdep.2022.109458,https://doi.org/10.1016/j.drugalcdep.2022.109458,Drug and Alcohol Dependence,11,2022
Is Readiness to Change Drinking Related to Reductions in Alcohol Use and Consequences? A Week-to-Week Analysis.,"Jennifer E. Merrill, J. Wardell, J. Read",10.15288/JSAD.2015.76.790,https://doi.org/10.15288/JSAD.2015.76.790,Journal of Studies on Alcohol and Drugs,16,2015
Moderate alcohol consumption contributes to women's well-being through the menopausal transition,"Rosa Alati, Nathan Dunn, David M. Purdie, Ann Roche, Lorraine Dennerstein, Steven Darlington, J. Guthrie, A. Green",10.1080/13697130701739118,https://doi.org/10.1080/13697130701739118,Climacteric,15,2007
Long-Term Increases in Purpose in Life are Associated with Remission from Alcohol Dependence,"A. Krentzman, J. Cranford, E. Robinson",10.1080/07347324.2015.1050924,https://doi.org/10.1080/07347324.2015.1050924,-,15,2015
Short-term changes in substance use among problematic alcohol and drug users from a general population sample,"K. Sinadinovic, P. Wennberg, A. H. Berman",10.7895/IJADR.V3I4.186,https://doi.org/10.7895/IJADR.V3I4.186,-,7,2014
Mechanisms of quality-of-life improvement in treatment for alcohol use disorder.,"Hannah A. Carlon, Margo C. Hurlocker, K. Witkiewitz",10.1037/ccp0000750,https://doi.org/10.1037/ccp0000750,Journal of Consulting and Clinical Psychology,8,2022
Addictive Behaviors De fi ning and predicting short-term alcohol use changes during a smoking cessation attempt,"Kristin M. Berg, Megan E. Piper, Stevens S. Smith, M. Fiore, D. Jorenby",-,-,-,0,2015
The effects of alcohol consumption in Thai society,Phrakhru pariyattikittithamrong,-,-,-,0,2016
QUALITY OF LIFE AND THERAPY EFFECTS AMONG ALCOHOLICS,J. Chodkiewicz,-,-,-,0,2012
"How your bank balance buys happiness: The importance of ""cash on hand"" to life satisfaction.","Peter M Ruberton, J. Gladstone, S. Lyubomirsky",10.1037/emo0000184,https://doi.org/10.1037/emo0000184,Emotion,50,2016
Harm reduction—a systematic review on effects of alcohol reduction on physical and mental symptoms,"K. Charlet, A. Heinz",10.1111/adb.12414,https://doi.org/10.1111/adb.12414,Addiction Biology,136,2017
Acute effect of a brief bout of exercise on alcohol urges.,"M. Ussher, Amandeep Sampuran, Reena Doshi, R. West, D. Drummond",10.1111/J.1360-0443.2004.00919.X,https://doi.org/10.1111/J.1360-0443.2004.00919.X,Addiction,142,2004
Changes in craving following acute aerobic exercise in adults with alcohol use disorder.,"M. Hallgren, M. Herring, D. Vancampfort, M. T. Hoang, Victoria Andersson, S. Andréasson, A. Abrantes",10.1016/j.jpsychires.2021.08.007,https://doi.org/10.1016/j.jpsychires.2021.08.007,Journal of Psychiatric Research,15,2021
Alcohol’s harm to others and subjective well-being: Cross-sectional studies in Lao PDR and Thailand,"Jintana Jankhotkaew, H. Pikhart, Surasak, Chaiyasong, Orratai Waleesong, Sopit Nasueb, Kamolphat Markchang, Latsamy, Siengsounthone, Khanpaseuth Sengngam, Daovieng, Douangvichit, T. Thamarangsi",-,-,-,0,2020
Life Satisfaction and Adjustment Problems among High and Low Sensation Seeking Adult Alcoholics,"Satish Kumar, H. L. Joshi",-,-,-,0,2015
Does Moderate Alcohol Consumption Confer Health Benefits,A. Komaroff,10.1056/NEJM-JW.NA47472,https://doi.org/10.1056/NEJM-JW.NA47472,-,0,2018
The association between time perspective and alcohol consumption in university students: cross-sectional study.,"J. Beenstock, Jean Adams, M. White",10.1093/eurpub/ckp225,https://doi.org/10.1093/eurpub/ckp225,European Journal of Public Health,109,2011
The (Short-Term) Individual Welfare Consequences of an Alcohol Ban,René Petilliot,-,-,-,0,2018
"Tobacco Consumption, Alcohol Intake Frequency and Quality of Life: Results from a Nationally Representative Croatian Sample Study","Ljiljana Kaliterna Lipovčan, Tihana Brkljačić, Maja Tadić",10.5559/DI.22.4.04,https://doi.org/10.5559/DI.22.4.04,-,5,2013
