Title,Authors,DOI,DOI link,Venue,Citation count,Year
Well‐being and doctor visits: The mediating role of a healthy diet,"Dusanee Kesavayuth, Prompong Shangkhum, Vasileios Zikos",10.1111/1467-8454.12306,https://doi.org/10.1111/1467-8454.12306,Australian Economic Papers,4,2023
Mental well-being and dietary behaviour,"Tulika Borah, B. Deka",10.15740/has/fsrj/11.2/234-237,https://doi.org/10.15740/has/fsrj/11.2/234-237,FOOD SCIENCE RESEARCH JOURNAL,0,2020
Association Between Sustainability and Cancer – Recent Literature Analysis and Indication of Points for Improvement,"Bruno Abreu, N. Erickson",10.1159/000526467,https://doi.org/10.1159/000526467,Kompass Nutrition & Dietetics,0,2022
Community-based lifestyle interventions: changing behaviour and improving health.,"L. Blank, M. Grimsley, E. Goyder, E. Ellis, J. Peters",10.1093/PUBMED/FDM041,https://doi.org/10.1093/PUBMED/FDM041,Journal of public health,47,2007
Life Satisfaction and Diet: Evidence from the Russian Longitudinal Monitoring Survey,"S. Huffman, M. Rizov",-,-,-,2,2016
"Had Americans diagnosed with diet‐related chronic diseases improved their diet, and what psychosocial factors might affect the association?","Xiaoli Chen, L. Cheskin, Leiyu Shi, Youfa Wang",10.1096/fasebj.25.1_supplement.227.1,https://doi.org/10.1096/fasebj.25.1_supplement.227.1,-,0,2011
Analysis and valuation of the health and climate change cobenefits of dietary change,"M. Springmann, H. Godfray, M. Rayner, P. Scarborough",10.1073/pnas.1523119113,https://doi.org/10.1073/pnas.1523119113,Proceedings of the National Academy of Sciences of the United States of America,978,2016
The effects of a short-term Mediterranean diet intervention on mood and mental wellbeing in adults,"F. Tsofliou, G. Pegram, P. Fairbairn, E. Brenner",10.1017/S0029665124005184,https://doi.org/10.1017/S0029665124005184,Proceedings of the Nutrition Society,0,2024
Self-reported life satisfaction and recovery from depression in a 1-year prospective study.,"H. Koivumaa-Honkanen, R. Honkanen, R. Antikainen, J. Hintikka, E. Laukkanen, K. Honkalampi, H. Viinamäki",10.1034/J.1600-0447.2001.00046.X,https://doi.org/10.1034/J.1600-0447.2001.00046.X,Acta Psychiatrica Scandinavica,70,2001
"The global nutrition transition: trends, disease burdens and policy interventions","R. Ronto, Jason H. Y. Wu, Gitanjali M Singh",10.1017/S1368980018000423,https://doi.org/10.1017/S1368980018000423,Public Health Nutrition,85,2018
Reducing Deaths by Diet: A Call for Public Policy to Prevent Chronic Disease,"Frcpc Norm Campbell Cm, M. S. M. F. F. Fccp",10.22374/CJGIM.V11I1.118,https://doi.org/10.22374/CJGIM.V11I1.118,-,2,2016
Association between mood and diet quality in subjects with metabolic syndrome participating in a behavioural weight-loss programme: A cross-sectional assessment,"A. Perez-Cornago, M. Zulet, J. Martínez",10.1179/1476830514Y.0000000116,https://doi.org/10.1179/1476830514Y.0000000116,Nutritional neuroscience,18,2015
Evolution in Well-being and Happiness after Increases in Consumption of Fruit and Vegetables,"Redzo Mujcica, A. Oswald",-,-,-,0,2016
Effects of a Multilevel Dietary Intervention in Religious Organizations,"D. Bowen, S. Beresford, Catherine L. Christensen, A. Kuniyuki, D. McLerran, Ziding Feng, A. Hart, L. Tinker, M. Campbell, J. Satia",10.4278/ajhp.07030823,https://doi.org/10.4278/ajhp.07030823,American Journal of Health Promotion,34,2009
Improving the dietary quality of food parcels leads to improved dietary intake in Dutch food bank recipients—effects of a randomized controlled trial,"Judith E. Neter, S. C. Dijkstra, J. Twisk, M. Visser, I. Brouwer",10.1007/s00394-020-02182-8,https://doi.org/10.1007/s00394-020-02182-8,European Journal of Nutrition,6,2020
Prospective associations of better quality of the diet with improved quality of life over 7.5 years in people with multiple sclerosis.,"S. Simpson-Yap, N. Nag, Y. Probst, J. Reece, G. Jelinek, S. Neate",10.1016/j.msard.2022.103710,https://doi.org/10.1016/j.msard.2022.103710,Multiple Sclerosis and Related Disorders,9,2022
SENSE OF SATISFACTION WITH LIFE VERSUS DIETARY CHOICES OF FEMALE FITNESS INSTRUCTORS FROM FITNESS CLUBS IN KRAKOW,"M. Gacek, Ada Popek",10.5604/01.3001.0013.6293,https://doi.org/10.5604/01.3001.0013.6293,Journal of Kinesiology and Exercise Sciences,0,2018
Dietary patterns and successful ageing: a systematic review,"C. Milte, S. McNaughton",10.1007/s00394-015-1123-7,https://doi.org/10.1007/s00394-015-1123-7,European Journal of Nutrition,147,2015
"Prospective associations between diet quality and health-related quality of life in the Australian Diabetes, Obesity and Lifestyle (AusDiab) study","L. Ng, M. Hart, Sara E Dingle, C. Milte, K. Livingstone, J. Shaw, D. Magliano, S. McNaughton, S. Torres",10.1017/S000711452200304X,https://doi.org/10.1017/S000711452200304X,British Journal of Nutrition,6,2022
Lettuce be happy: A longitudinal UK study on the relationship between fruit and vegetable consumption and well-being,"Neel Ocean, P. Howley, J. Ensor",10.1016/j.socscimed.2018.12.017,https://doi.org/10.1016/j.socscimed.2018.12.017,Social Science & Medicine (1967),132,2019
Associations between diet quality and mental health in socially disadvantaged New Zealand adolescents,"A. Kulkarni, B. Swinburn, J. Utter",10.1038/ejcn.2014.130,https://doi.org/10.1038/ejcn.2014.130,European Journal of Clinical Nutrition,70,2014
Healthy food choices are happy food choices: Evidence from a real life sample using smartphone based assessments,"D. Wahl, Karoline Villinger, L. M. König, K. Ziesemer, H. Schupp, B. Renner",10.1038/s41598-017-17262-9,https://doi.org/10.1038/s41598-017-17262-9,Scientific Reports,0,2017
Association between dietary patterns and sociodemographics: A cross-sectional study of Australian nursing students.,"Susan L. Williams, C. Vandelanotte, C. Irwin, N. Bellissimo, Penny Heidke, Sonia Saluja, Amornrat S Saito, S. Khalesi",10.1111/nhs.12643,https://doi.org/10.1111/nhs.12643,Nursing and Health Sciences,17,2019
"The Relationship of Healthy Eating , Exercise and Sleep with Subjective Well-being",B. Miller,-,-,-,8,2005
"Mediterranean diet and life expectancy; beyond olive oil, fruits, and vegetables","M. Martínez-González, N. Martín-Calvo",10.1097/MCO.0000000000000316,https://doi.org/10.1097/MCO.0000000000000316,Current opinion in clinical nutrition and metabolic care,152,2016
2225 Higher diet quality associated with short and long-term benefits on health state utilities over 5 years’ follow-up in people with multiple sclerosis,"Harry Kirkland, Julie Campbell, Jeanette C Reece, N. Nag, Yasmine Probst, S. Neate, A. D. Livera, George A Jelinek, S. Simpson-Yap",10.1136/bmjno-2022-anzan.47,https://doi.org/10.1136/bmjno-2022-anzan.47,Abstracts,0,2022
Changes in Diet Quality over 10 Years Are Associated with Baseline Sociodemographic and Lifestyle Factors in the Multiethnic Cohort Study.,"S. Park, Yurii B. Shvetsov, Minji Kang, V. Setiawan, L. Wilkens, Loïc Le Marchand, C. Boushey",10.1093/jn/nxaa102,https://doi.org/10.1093/jn/nxaa102,Journal of NutriLife,24,2020
"A Cross-Sectional Analysis of College Students' Diet, Mental Health, and Hindrances to Healthy Lifestyles.","Steven Budnick, Mallory Peters, Jodi Dowthwaite",10.1177/15598276251315347,https://doi.org/10.1177/15598276251315347,American Journal of Lifestyle Medicine,0,2025
A High Polyphenol Diet Improves Psychological Well-Being: The Polyphenol Intervention Trial (PPhIT),"M. Kontogianni, A. Vijayakumar, C. Rooney, R. Noad, K. Appleton, D. McCarthy, M. Donnelly, I. Young, M. McKinley, P. McKeown, J. Woodside",10.3390/nu12082445,https://doi.org/10.3390/nu12082445,Nutrients,36,2020
Chemosensory Abilities in Consumers of a Western-Style Diet.,"R. Stevenson, R. Boakes, Megan Oaten, M. Yeomans, Memhet Mahmut, H. Francis",10.1093/chemse/bjw053,https://doi.org/10.1093/chemse/bjw053,Chemical Sensors,41,2016
Evidence suggests that dietary interventions for mental health problems are feasible in terms of both affordability and adherence to diet modifications,-,-,-,-,0,2016
[The influence of eating behavior factors on the satisfaction in dietary life and in life among elderly women living in rural areas].,"Reiko Yoshida, Y. Hasebe, E. Shirai",-,-,Nihon Koshu Eisei Zasshi (Japanese Journal of Public Health),3,2012
"Short-term improvements in diet quality in people newly diagnosed with type 2 diabetes are associated with smoking status, physical activity and body mass index: the 3D case series study","Emily Burch, L. Williams, L. Thalib, L. Ball",10.1038/s41387-020-0128-3,https://doi.org/10.1038/s41387-020-0128-3,Nutrition & Diabetes,10,2020
"Associations between sleep, diet, and exercise: implications for health and well-being",K. Knutson,10.1016/b978-0-12-815501-1.00013-2,https://doi.org/10.1016/b978-0-12-815501-1.00013-2,Foundations of Sleep Health,1,2022
"Nutrition, physical activity, and quality of life in older adults: summary.","A. Drewnowski, W. Evans",10.1093/GERONA/56.SUPPL_2.89,https://doi.org/10.1093/GERONA/56.SUPPL_2.89,"The journals of gerontology. Series A, Biological sciences and medical sciences",406,2001
Let them eat fruit! The effect of fruit and vegetable consumption on psychological well-being in young adults: A randomized controlled trial,"Tamlin S. Conner, Kate L Brookie, A. Carr, Louise A. Mainvil, M. Vissers",10.1371/journal.pone.0171206,https://doi.org/10.1371/journal.pone.0171206,PLoS ONE,169,2017
Poor-quality prenatal dietary patterns are related to the mental health of mothers and children – could dietary improvement break the cycle?,"S. Dawson, W. Marx, F. Jacka",10.1590/1516-4446-2017-2376,https://doi.org/10.1590/1516-4446-2017-2376,Revista Brasileira de Psiquiatria,0,2017
"Healthy diet: Health impact, prevalence, correlates, and interventions","D. D. de Ridder, F. Kroese, C. Evers, M. Adriaanse, M. Gillebaart",10.1080/08870446.2017.1316849,https://doi.org/10.1080/08870446.2017.1316849,Psychology and Health,236,2017
Persisting unhealthy eating behaviors and the role of dieting in outpatients treated for severe mental illness: Findings from a longitudinal study,"Florian Hotzy, E. Seifritz, S. Vetter, Sonja Mötteli",10.1177/00207640241303033,https://doi.org/10.1177/00207640241303033,International Journal of Social Psychiatry,0,2024
A randomised controlled trial of dietary improvement for adults with major depression (the ‘SMILES’ trial),"F. Jacka, A. O'Neil, Rachelle S. Opie, C. Itsiopoulos, S. Cotton, Mohammedreza Mohebbi, D. Castle, S. Dash, C. Mihalopoulos, M. Chatterton, L. Brazionis, O. Dean, A. Hodge, M. Berk",10.1186/s12916-017-0791-y,https://doi.org/10.1186/s12916-017-0791-y,BMC Medicine,746,2017
"Three-year effects on dietary quality of health education: a randomized controlled trial of people with screen-detected dysglycaemia (The ADDITION study, Denmark).","H. T. Maindal, U. Toft, T. Lauritzen, A. Sandbæk",10.1093/eurpub/cks076,https://doi.org/10.1093/eurpub/cks076,European Journal of Public Health,6,2013
"Abstract P393: Current and Future Perceptions of Well-being are Associated With General Health Status in Adults: Results From the Gallup National Health and Well-being Index, 2018","C. Shay, Remy Poudel, Kimberly F. Stitzel, Yosef M. Khan",10.1161/circ.141.suppl_1.p393,https://doi.org/10.1161/circ.141.suppl_1.p393,Circulation,0,2020
Associations of diet quality with health-related quality of life in older Australian men and women,"C. Milte, M. Thorpe, D. Crawford, K. Ball, S. McNaughton",10.1016/j.exger.2015.01.047,https://doi.org/10.1016/j.exger.2015.01.047,Experimental Gerontology,138,2015
Dietary patterns in relation to quality-adjusted life years in the EPIC-NL cohort.,"H. Fransen, J. Beulens, A. May, E. Struijk, J. Boer, G. A. D. Wit, N. Onland-Moret, Y. T. V. D. Schouw, H. Bueno‐de‐Mesquita, J. Hoekstra, P. Peeters, P. Peeters",10.1016/j.ypmed.2015.05.014,https://doi.org/10.1016/j.ypmed.2015.05.014,Preventive Medicine,26,2015
Healthy and unhealthy eating after a behaviour change intervention in primary care,"G. B. Samdal, Ole Johan Furset, Marte Blom Nysæther, E. Abildsnes, T. Mildestvedt, E. Meland",10.1017/S1463423622000147,https://doi.org/10.1017/S1463423622000147,Primary Health Care Research and Development,2,2022
An evaluation of the effectiveness of the Eatwell for Life programme in Nottingham,"J. Woods, A. McCamley",10.1017/S0029665115003997,https://doi.org/10.1017/S0029665115003997,Proceedings of the Nutrition Society,0,2015
Association of Dietary Intake with Chronic Disease and Human Health,"Domenico Tafuri, Francesca Latino",10.3390/nu17030446,https://doi.org/10.3390/nu17030446,Nutrients,0,2025
Associations between perceived healthy eating and intentions to change one's diet,"D. Hazley, M. Stack, B. McNulty, J. Walton, J.M. Kearney",10.1017/S0029665123003130,https://doi.org/10.1017/S0029665123003130,Proceedings of the Nutrition Society,0,2023
The Importance of Dietary and Lifestyle Changes in Health Improvement,Sandra Gordilho Tavares,10.46889/jcmr.2024.5207,https://doi.org/10.46889/jcmr.2024.5207,Journal of Clinical Medicine Research,0,2024
Nutritional quality of diet and academic performance in Chilean students,"P. Correa-Burrows, R. Burrows, E. Blanco, M. Reyes, S. Gahagan",10.2471/BLT.15.161315,https://doi.org/10.2471/BLT.15.161315,Bulletin of the World Health Organization,44,2016
Effect of Dietary Habits on Mental and Physical Health: A Systemic Review,A. Raza,10.32350/ihr.0102.04,https://doi.org/10.32350/ihr.0102.04,International Health Review,2,2021
Diet and the risk of unipolar depression in adults: systematic review of cohort studies.,"C. Sanhueza, L. Ryan, D. Foxcroft",10.1111/j.1365-277X.2012.01283.x,https://doi.org/10.1111/j.1365-277X.2012.01283.x,Journal of human nutrition and dietetics (Print),145,2013
Nutrition and the life cycle 4: the healthy diet for the adult.,A. Coutts,10.12968/BJON.2001.10.6.5343,https://doi.org/10.12968/BJON.2001.10.6.5343,British Journal of Nursing,2,2001
The influence of plant-based nutrition and level of oestrogen on life satisfaction,"Pınar Şengül, E. Kasten",10.26596/WN.201893241-253,https://doi.org/10.26596/WN.201893241-253,World Nutrition,0,2018
Diet-quality and its association with cardiovascular diseases and cancer incidence and all-cause mortality: a prospective cohort study from UK Biobank,"F. Petermann-Rocha, S. Gray, J. Pell, C. Celis-Morales",10.1017/S0029665120000208,https://doi.org/10.1017/S0029665120000208,Proceedings of the Nutrition Society,1,2020
Do vegetarians feel bad? Examining the association between eating vegetarian and subjective well-being in two representative samples,"Tamara M. Pfeiler, B. Egloff",10.1016/j.foodqual.2020.104018,https://doi.org/10.1016/j.foodqual.2020.104018,-,18,2020
Improvements in Hostility and Depression in Relation to Dietary Change and Cholesterol Lowering,"G. Weidner, S. Connor, J. Hollis, W. Connor",10.7326/0003-4819-117-10-820,https://doi.org/10.7326/0003-4819-117-10-820,Annals of Internal Medicine,122,1992
Multiple health and environmental impacts of foods,"Michael Clark, M. Springmann, Jason D Hill, David Tilman",10.1073/pnas.1906908116,https://doi.org/10.1073/pnas.1906908116,Proceedings of the National Academy of Sciences of the United States of America,580,2019
"Relationships Between Health Promoting Activities, Life Satisfaction, and Depressive Symptoms in Unemployed Individuals","N. Chatzisarantis, Sviatlana Kamarova, C. Twomey, G. Hansen, Mark Harris, J. Windus, A. Bateson, M. Hagger",10.1027/2512-8442/a000058,https://doi.org/10.1027/2512-8442/a000058,-,4,2020
Reducing Deaths by Diet: A Call for Public Policy to Prevent Chronic Disease,N. Campbell,10.19144/1911-1606.11.1.2,https://doi.org/10.19144/1911-1606.11.1.2,-,1,2016
Dietary restraint and subjective well-being in university students in Chile.,"B. Schnettler, Horacio Miranda, José Sepúlveda, L. Orellana, Soledad Etchebarne, G. Lobos, M. Mora, M. Denegri, K. Grunert",10.3305/nh.2014.30.2.7561,https://doi.org/10.3305/nh.2014.30.2.7561,Nutrición Hospitalaria,16,2014
"The Influence of a Multimodal Health Program with Diet, Art, and Biofield Therapy on the Quality of Life of People in Japan","Kiyoshi Suzuki, Tomoaki Kimura, S. Uchida, H. Katamura, Hideaki Tanaka",10.1089/acm.2018.0291,https://doi.org/10.1089/acm.2018.0291,Journal of Alternative and Complementary Medicine,5,2019
The differences in life satisfaction between individuals following plant-based diets and those consuming animal products,Mateusz Dominik Nesterok,10.29316/rs/168794,https://doi.org/10.29316/rs/168794,Rozprawy Społeczne,0,2023
"The Great Life Diet: A Practical Guide to Health, Happiness, and Personal Fulfillment by Denny Waxman",B. Kennedy,10.1080/01924780903148243,https://doi.org/10.1080/01924780903148243,-,0,2009
Adherence to dietary guidelines positively affects quality of life and functional status of older adults.,"B. Gopinath, J. Russell, V. Flood, G. Burlutsky, P. Mitchell",10.1016/j.jand.2013.09.001,https://doi.org/10.1016/j.jand.2013.09.001,Journal of the Academy of Nutrition and Dietetics,64,2014
Improvements in U.S. Diet Reduce Disease Burden and Premature Deaths.,K. Rosenberg,10.1097/01.NAJ.0000480500.48598.b1,https://doi.org/10.1097/01.NAJ.0000480500.48598.b1,The American Journal of Nursing,0,2016
Diet quality as a predictor of healthy and cardiometabolic disease-free life expectancy between ages 50 to 85,"H. Lagström, S. Stenholm, Tasnime Akbararly, J. Pentti, J. Vahtera, M. Kivimäki, J. Head",10.1017/s0029665120001457,https://doi.org/10.1017/s0029665120001457,Proceedings of the Nutrition Society,0,2020
Title The association between dietary quality and dietary guideline adherence with mental health outcomes in adults : a cross-sectional analysis,"Amy P. Meegan, I. Perry, C. Phillips",-,-,-,0,2018
Associations of Healthy Eating Behavior with Mental Health and Health-Related Quality of Life: Results from the Korean National Representative Survey,"Min-Ju Kim, Jong Eun Park, Jong Hyock Park",10.3390/nu15245111,https://doi.org/10.3390/nu15245111,Nutrients,7,2023
The role of positive psychological constructs in diet and eating behavior among people with metabolic syndrome: A qualitative study,"A. Carrillo, Emily H. Feig, Lauren E. Harnedy, Jeff C. Huffman, E. Park, A. Thorndike, Sonia Kim, Rachel A. Millstein",10.1177/20551029211055264,https://doi.org/10.1177/20551029211055264,Health Psychology Open,8,2022
A life course perspective on diet quality and healthy ageing,P. Vinke,10.33612/diss.135998182,https://doi.org/10.33612/diss.135998182,-,0,2020
THE ROLE OF IMPROVED SOCIAL SUPPORT FOR HEALTHY EATING IN A LIFESTYLE INTERVENTION: TEXERCISE SELECT,"Aya Yoshikawa, Matthew Lee Smith, Shinduk Lee, Samuel D. Towne, M. Ory",10.1017/S1368980020002700,https://doi.org/10.1017/S1368980020002700,Public Health Nutrition,20,2019
"Improvements In US Diet Helped Reduce Disease Burden And Lower Premature Deaths, 1999-2012; Overall Diet Remains Poor.","Dong D. Wang, Yanping Li, Stephanie E. Chiuve, F. Hu, W. Willett",10.1377/hlthaff.2015.0640,https://doi.org/10.1377/hlthaff.2015.0640,Health Affairs,85,2015
What is the cost of a healthy diet? Using diet data from the UK Women's Cohort Study,"M. Morris, C. Hulme, G. Clarke, K. Edwards, J. Cade",10.1136/jech-2014-204039,https://doi.org/10.1136/jech-2014-204039,Journal of Epidemiology and Community Health,92,2014
Exploring the Intersection Between Diet and Self-Identity: A Cross-Sectional Study With Australian Adults.,"Jillian C. Ryan, Caitlyn Alchin, K. Anastasiou, G. Hendrie, S. Mellish, C. Litchfield",10.1016/j.jneb.2021.08.001,https://doi.org/10.1016/j.jneb.2021.08.001,Journal of nutrition education and behavior,6,2021
Association of Changes in Diet Quality with Total and Cause‐Specific Mortality,"M. Sotos-Prieto, S. Bhupathiraju, J. Mattei, T. Fung, Yanping Li, A. Pan, W. Willett, E. Rimm, F. Hu",10.1056/NEJMoa1613502,https://doi.org/10.1056/NEJMoa1613502,New England Journal of Medicine,366,2017
Association between food liking and the dietary quality in Australian young adults.,"Uracha Wanich, L. Riddell, S. Cicerale, M. Mohebbi, D. Sayompark, D. Liem, R. Keast",10.6133/apjcn.202003_29(1).0022,https://doi.org/10.6133/apjcn.202003_29(1).0022,Asia Pacific Journal of Clinical Nutrition,6,2020
SATISFACTION WITH DIETARY LIFE AFFECTS SUBJECTIVE WELL-BEING IN VERY ELDERLY PEOPLE,"T. Iinuma, Yusuke Fukui, Yohei Shioda, Jun Lee, Motoko Fukumoto, N. Gionhaku, Y. Arai, Midori Takayama",10.1093/GERONI/IGX004.1444,https://doi.org/10.1093/GERONI/IGX004.1444,-,0,2017
Improving dietary quality by increasing plant foods when income is limited.,D. Schwenke,10.1097/MOL.0000000000000222,https://doi.org/10.1097/MOL.0000000000000222,Current Opinion in Lipidology,0,2015
Can dietary intake influence perception of and measured appearance? A systematic review.,"K. Pezdirc, M. Hutchesson, R. Whitehead, G. Ozakinci, D. Perrett, C. Collins",10.1016/j.nutres.2014.12.002,https://doi.org/10.1016/j.nutres.2014.12.002,Nutrition Research,20,2015
Environmental impacts of dietary quality improvement in China.,"Pan He, G. Baiocchi, K. Feng, K. Hubacek, Yang Yu",10.1016/j.jenvman.2019.03.106,https://doi.org/10.1016/j.jenvman.2019.03.106,Journal of Environmental Management,53,2019
"Changes in food group consumption and associations with self-rated diet, health, life satisfaction, and mental and physical functioning over 5 years in very old canadian men: The manitoba follow-up study","S. Caligiuri, C. Lengyel, R. Tate",10.1007/s12603-012-0055-7,https://doi.org/10.1007/s12603-012-0055-7,"The Journal of Nutrition, Health & Aging",12,2012
"Can Diets Be Healthy, Sustainable, and Equitable?","J. Fanzo, C. Davis",10.1007/s13679-019-00362-0,https://doi.org/10.1007/s13679-019-00362-0,Current Obesity Reports,80,2019
Influence of changes in diet quality on unhealthy aging: the Seniors-ENRICA cohort.,"R. Ortolá, E. García-Esquinas, Giselle García-Varela, E. Struijk, F. Rodríguez‐Artalejo, E. López-García",10.1016/j.amjmed.2019.03.023,https://doi.org/10.1016/j.amjmed.2019.03.023,American Journal of Medicine,19,2019
Breaking Barriers in Dietary Research: Strategies to Diversify Recruitment in Clinical Studies and Develop Culturally Tailored Diets for Hispanic Communities Living With Inflammatory Bowel Disease.,"O. Damas, A. Maldonado-Contreras",10.1053/j.gastro.2023.06.004,https://doi.org/10.1053/j.gastro.2023.06.004,Gastroenterology,3,2023
"The Relationships Between Food Group Consumption, Self-Rated Health, and Life Satisfaction of Community-Dwelling Canadian Older Men: The Manitoba Follow-Up Study","C. Lengyel, R. Tate, Amy K Obirek Blatz",10.1080/01639360902950182,https://doi.org/10.1080/01639360902950182,Journal of Nutrition for the Elderly,26,2009
Satisfaction with dietary life affects oral health-related quality of life and subjective well-being in very elderly people.,"T. Iinuma, Y. Arai, Midori Takayama, M. Takayama, Yukiko Abe, Y. Osawa, Motoko Fukumoto, Yusuke Fukui, Yohei Shioda, N. Hirose, K. Komiyama, N. Gionhaku",10.2334/josnusd.16-0414,https://doi.org/10.2334/josnusd.16-0414,Journal of Oral Science,17,2017
Is there an association between food patterns and life satisfaction among Norway's inhabitants ages 65 years and older?,"B. André, H. Canhão, G. Espnes, A. Rodrigues, M. J. Gregório, Camilla Nguyen, R. Sousa, K. Grønning",10.1016/j.appet.2016.12.016,https://doi.org/10.1016/j.appet.2016.12.016,Appetite,30,2017
Healthy Eating as a New Way of Life: A Qualitative Study of Successful Long-Term Diet Change,"A. James, Blake J. Lawrence, M. O’Connor",10.1177/00469580221090397,https://doi.org/10.1177/00469580221090397,"Inquiry : a journal of medical care organization, provision and financing",7,2022
Observational study on dietary changes of participants following a multicomponent lifestyle program (Reverse Diabetes2 Now).,"G. Pot, H. D. de Jong, M. Battjes-Fries, Olga N. Patijn, H. Pijl, P. Voshol",10.1111/jhn.12976,https://doi.org/10.1111/jhn.12976,Journal of human nutrition and dietetics (Print),3,2021
"Life Satisfaction and Subsequent Physical, Behavioral, and Psychosocial Health in Older Adults.","Eric S. Kim, Scott W. Delaney, L. Tay, Ying Chen, Ed Diener, T. VanderWeele",10.1111/1468-0009.12497,https://doi.org/10.1111/1468-0009.12497,Milbank Quarterly,137,2021
Estimating impact of food choices on life expectancy: A modeling study,"L. Fadnes, Jan-Magnus Økland, Ø. Haaland, K. Johansson",10.1371/journal.pmed.1003889,https://doi.org/10.1371/journal.pmed.1003889,PLoS Medicine,79,2022
The Influence of Prices on a Healthy Diet,Sinne Smed,-,-,-,1,2007
Perceiving a need for dietary change in adults living with and beyond cancer: A cross‐sectional study,"Susan Smith, A. Fisher, Phillippa Lally, Helen Croker, Anna Roberts, R. Conway, R. Beeken",10.1002/cam4.7073,https://doi.org/10.1002/cam4.7073,Cancer Medicine,1,2024
A Prospective Study of Diet Quality and Mental Health in Adolescents,"F. Jacka, P. Kremer, M. Berk, A. D. de Silva-Sanigorski, M. Moodie, E. Leslie, J. Pasco, B. Swinburn",10.1371/journal.pone.0024805,https://doi.org/10.1371/journal.pone.0024805,PLoS ONE,346,2011
The impact of diet and lifestyle on wellbeing during COVID-19-lockdown,"A. Muth, A. L. Losecaat Vermeer, D. Terenzi, Soyoung Q. Park",10.31234/osf.io/erta5,https://doi.org/10.31234/osf.io/erta5,-,12,2021
Effect of a diet intervention during pregnancy on dietary behavior in the randomized controlled Norwegian Fit for Delivery study.,"E. Hillesund, E. Bere, L. Sagedal, I. Vistad, N. Øverby",10.1017/S2040174416000258,https://doi.org/10.1017/S2040174416000258,Journal of Developmental Origins of Health and Disease,17,2016
"Changes in dietary intake, plasma carotenoids and erythrocyte membrane fatty acids in breast cancer survivors after a lifestyle intervention: results from a single-arm trial.","G. Buckland, N. Travier, L. Arribas, S. del Barco, S. Pernas, E. Zamora, M. Bellet, B. Cirauqui, M. Margelí, M. Muñoz, I. Tusquets, Á. Arcusa, C. Javierre, F. Moreno, Y. Valverde, E. Jansen, V. Chajès, C. Castro, A. Agudo",10.1111/jhn.12621,https://doi.org/10.1111/jhn.12621,Journal of human nutrition and dietetics (Print),10,2019
Detrimental Effects of Life Transitions on Dietary Health,"H. Torben, Thomsen Tu",10.31031/NTNF.2019.03.000570,https://doi.org/10.31031/NTNF.2019.03.000570,Novel Techniques in Nutrition & Food Science,0,2019
Association of Western and traditional diets with depression and anxiety in women.,"F. Jacka, J. Pasco, A. Mykletun, L. Williams, A. Hodge, S. O’Reilly, G. Nicholson, M. Kotowicz, M. Berk",10.1176/appi.ajp.2009.09060881,https://doi.org/10.1176/appi.ajp.2009.09060881,American Journal of Psychiatry,686,2010
Associations between Partnering and Parenting Transitions and Dietary Habits in Young Adults.,"Kylie J. Smith, S. McNaughton, S. Gall, P. Otáhal, T. Dwyer, A. Venn",10.1016/j.jand.2016.12.008,https://doi.org/10.1016/j.jand.2016.12.008,Journal of the Academy of Nutrition and Dietetics,28,2017
Past residence outside of the United States is associated with diet quality in adults currently residing in the United States,"C. Frankenfeld, Jill K. Poudrier, Nigel Waters, P. Gillevet",10.1002/ajhb.22477,https://doi.org/10.1002/ajhb.22477,American Journal of Human Biology,0,2014
The SMILES trial : Do recruitment practices explain the remarkably large effect?,"M. Molendijk, Eiko I. Fried, der Does W. Van",-,-,-,1,2018
Dietary consumption and happiness and depression among university students: A cross-national survey,"K. Peltzer, S. Pengpid",10.1080/14330237.2017.1347761,https://doi.org/10.1080/14330237.2017.1347761,-,21,2017
Does eating fruit and vegetables also reduce the longitudinal risk of depression and anxiety? A commentary on 'Lettuce be happy'.,"R. Mujcic, A. Oswald",10.1016/j.socscimed.2019.01.004,https://doi.org/10.1016/j.socscimed.2019.01.004,Social Science & Medicine (1967),5,2019
"Relationship between the domains of the Multidimensional Students' Life Satisfaction Scale, satisfaction with food-related life and happiness in university students.","B. Schnettler, L. Orellana, G. Lobos, Horacio Miranda, José Sepúlveda, Soledad Etchebarne, M. Mora, Cristian Adasme-Berríos, K. Grunert",10.3305/nh.2015.31.6.8593,https://doi.org/10.3305/nh.2015.31.6.8593,Nutrición Hospitalaria,21,2015
Dietary pattern trajectories in middle age and physical function in older age.,"S. Talegawkar, Yichen Jin, Q. Xue, Toshiko Tanaka, E. Simonsick, K. Tucker, L. Ferrucci",10.1093/gerona/glaa287,https://doi.org/10.1093/gerona/glaa287,"The journals of gerontology. Series A, Biological sciences and medical sciences",21,2020
Positive self-perception of diet: a population-based study in the far south of Brazil.,"K. P. Machado, J. Vaz, R. Mendoza-Sassi",10.5123/S1679-49742019000300005,https://doi.org/10.5123/S1679-49742019000300005,Epidemiologia e Serviços de Saúde,4,2019
Socio-demographic and behavioural differences and associations with happiness for those who are in good and poor health,"G. Breslin, A. Nevill, P. Donnelly, M. Murphy",10.1504/IJHD.2013.055641,https://doi.org/10.1504/IJHD.2013.055641,-,9,2013
