Title,Authors,DOI,DOI link,Venue,Citation count,Year
Health-related quality of life by level of physical activity in arthritic older adults with and without activity limitations.,"Julie Freelove-Charton, H. Bowles, S. Hooker",10.1123/JPAH.4.4.482,https://doi.org/10.1123/JPAH.4.4.482,Journal of Physical Activity and Health,24,2007
Well-being. In pursuit of happiness.,M. Gould,-,-,Health Service Journal,0,2007
A life fulfilled: positively influencing physical activity in older adults – a systematic review and meta-ethnography,"G. Morgan, Micky Willmott, Y. Ben-Shlomo, A. Haase, R. Campbell",10.1186/s12889-019-6624-5,https://doi.org/10.1186/s12889-019-6624-5,BMC Public Health,81,2019
Adopting an active lifestyle during adulthood and health-related quality of life: the Doetinchem Cohort Study.,"S. H. V. Oostrom, Henriette A. Smit, G. Wendel-Vos, M. Visser, W. Verschuren, H. Susan, J. Picavet",10.2105/AJPH.2012.301008,https://doi.org/10.2105/AJPH.2012.301008,American Journal of Public Health,29,2012
Effect of a Behavioural Intervention for Adoption and Maintenance of a Physically Active Lifestyle on Psychological Well-Being and Quality of Life in Patients with Type 2 Diabetes: The IDES_2 Randomized Clinical Trial,"A. Nicolucci, J. Haxhi, Valeria D’Errico, Massimo Sacchetti, G. Orlando, Patrizia Cardelli, Martina Vitale, L. Bollanti, F. Conti, S. Zanuso, G. Lucisano, S. Balducci, Giuseppe Pugliese, Giuseppe Stefano Massimo Silvano Patrizia Antonio Giuseppe  Pugliese Balducci Sacchetti Zanuso Cardelli Nicolu, Giuseppe Pugliese, S. Balducci, Massimo Sacchetti, S. Zanuso, Patrizia Cardelli, A. Nicolucci, M. Ribaudo, E. Alessi, Martina Vitale, Tiziana Cirrito, L. Bollanti, N. Di Biase, Filomena La Saracina, Mario Ranuzzi Jonida Haxhi, Valeria D’Errico, G. Orlando, Luca Milo, Roberto Milo, G. Balducci, Enza Spinelli",10.1007/s40279-021-01556-0,https://doi.org/10.1007/s40279-021-01556-0,Sports Medicine,11,2021
Estimating the Reduction of Socioeconomic Inequalities for a More Physically Active Society: A Cross-Sectional Study of the European Union Country Members.,"A. Moreno-Llamas, E. De la Cruz-Sánchez, J. García-Mayor",10.1123/jpah.2024-0232,https://doi.org/10.1123/jpah.2024-0232,Journal of Physical Activity and Health,0,2024
Comments on using logistic regression to explore associations between physical activity and happiness,"Y. Kai, Congkai Sun",10.1109/HBDSS54392.2021.00026,https://doi.org/10.1109/HBDSS54392.2021.00026,2021 International Conference on Health Big Data and Smart Sports (HBDSS),1,2021
Quality of Life and Physical Activity: Their Relationship with Physical and Psychological Well-Being,"Arantzazu Rodríguez-Fernández, Ana Zuazagoitia-Rey-Baltar, Estibaliz Ramos-Díaz",10.5772/INTECHOPEN.69151,https://doi.org/10.5772/INTECHOPEN.69151,-,18,2017
"Evaluation of the Catalan Physical Activity, Sports and Health Plan: a nested case-control study.","Jakob Weitzer, Angelina Gonzalez-Viana, S. Pérez-Hoyos, E. Coma, Leonardo Méndez, M. Violan, Maica Rubinat, C. Cabezas, Divina Farreny, Daniel Lara, A. Pardo, A. Navarrete, A. Sancho, C. Mundet, A. C. Osanz, M. Coll, J. M. Oliva, F. Casadesús, Teresa Hernández, Belén Escalada Quirós, Estrella Lalueza, P. Viñas, Griselda Esquerra, M. Ferre, Maria dels Angels Rallo, Antonia Castillo, Francesc Güell, Remei Juncadella, Maria Salut Martinez, Tània Rodríguez, X. Sintes, Mireia Rodriguez, Blanca Muntané",10.1093/eurpub/ckaa090,https://doi.org/10.1093/eurpub/ckaa090,European Journal of Public Health,1,2020
"The better ageing project: Physical activity, quality of life and psychological well-being","K. Fox, Mark G. Davis, A. Stathi",-,-,-,0,1999
Associations between physical activity and quality of life outcomes in adults with severe obesity: a cross-sectional study prior to the beginning of a lifestyle intervention,"R. Jepsen, E. Aadland, J. Andersen, G. Natvig",10.1186/1477-7525-11-187,https://doi.org/10.1186/1477-7525-11-187,Health and Quality of Life Outcomes,26,2013
The Role of Physical Activity in the Improvement of Well-being - the Case of University Staff,"Stanisław Szarek, Edyta Bombiak, Aneta Wysokińska",10.13166/jms/188741,https://doi.org/10.13166/jms/188741,Journal of Modern Science,1,2024
Exercise improves quality of life in bariatric surgery candidates: Results from the Bari‐Active trial,"D. Bond, J. G. Thomas, W. C. King, S. Vithiananthan, Jennifer Trautvetter, J. Unick, B. Ryder, Dieter Pohl, G. Roye, H. Sax, R. Wing",10.1002/oby.20988,https://doi.org/10.1002/oby.20988,Obesity,48,2015
Physical activity is associated with improvements in other lifestyle behaviours,"C. Hajat, Daniel Kotzen, Emma Stein, D. Yach",10.1136/bmjsem-2018-000500,https://doi.org/10.1136/bmjsem-2018-000500,BMJ Open Sport & Exercise Medicine,6,2019
Behavioural Activation Interventions for Depression and Well-being,T. Mazzucchelli,-,-,-,3,2010
[Physical activity and quality of life in older adults in Spain].,"P. Guallar-Castillón, P. Santa-Olalla Peralta, J. Banegas, E. López, F. Rodríguez‐Artalejo",-,-,Medicina clínica (Ed. impresa),28,2004
Self-reported sitting time and physical activity: interactive associations with mental well-being and productivity in office employees,"A. Puig-Ribera, I. Martínez-Lemos, M. Giné-Garriga, A. González-Suárez, Judit Bort-Roig, J. Fortuño, L. Muñoz-Ortíz, J. McKenna, N. Gilson",10.1186/s12889-015-1447-5,https://doi.org/10.1186/s12889-015-1447-5,BMC Public Health,99,2015
Associations between change in physical activity and sedentary time and health-related quality of life in older english adults: the EPIC-Norfolk cohort study,"D. Yerrakalva, Samantha Hajna, M. Suhrcke, K. Wijndaele, K. Westgate, K. Khaw, N. Wareham, S. Brage, S. Griffin",10.1186/s12955-023-02137-7,https://doi.org/10.1186/s12955-023-02137-7,Health and Quality of Life Outcomes,10,2023
"Psychological Well-Being, Personality and Physical Activity. One Life Style for the Adult Life [Bienestar psicológico, personalidad y actividad física. Un estilo de vida para la vida adulta]","J. González-Hernández, C. López-Mora, Alberto Portolés-Ariño, A. J. Muñoz-Villena, Y. Mendoza-Díaz",10.5944/AP.14.1.19262,https://doi.org/10.5944/AP.14.1.19262,-,9,2017
"Sportliche Aktivität: Häufigkeiten und Assoziationen mit kardiovaskulären Risikofaktoren, Ernährungsverhalten und psychischem Wohlbefinden in einer Nordwest-Deutschen Kohortenstudie",Anna-Maria Elisabeth Bünker,10.53846/goediss-10988,https://doi.org/10.53846/goediss-10988,-,0,-
Satisfaction with life related to functionality in active elderly people.,"Requena Hernández, V. L. Fernández, T. O. Alonso",-,-,Actas espanolas de psiquiatria,15,2009
Are People Who Participate in Cultural Activities More Satisfied with Life?,"Jennifer L. Brown, Ronald Macdonald, R. Mitchell",10.1007/s11205-014-0678-7,https://doi.org/10.1007/s11205-014-0678-7,Social Indicators Research,0,2014
Walking in the Fast Lane: High-Intensity Walking for Improved Fitness and Health Outcomes.,"J. Nauman, Moien A. B. Khan, M. Joyner",10.1016/j.mayocp.2019.10.020,https://doi.org/10.1016/j.mayocp.2019.10.020,Mayo Clinic proceedings,0,2019
Physical activity and Baltic Sea diet are interactively related to higher life satisfaction in community-living older Finnish women: OSTPRE-FPS study,"Masoud Isanejad, H. Koivumaa-Honkanen, Diana Ruiz de Santiago, R. Honkanen, T. Rikkonen, J. Sirola, H. Kröger, A. Erkkilä",10.1017/S000711451900240X,https://doi.org/10.1017/S000711451900240X,British Journal of Nutrition,4,2019
The association of physical activity and sedentary behaviour on health-related quality of life: a cross-sectional study from the physical activity at work (PAW) trial,"Katika Akksilp, Falk Müller-Riemenschneider, Y. Teerawattananon, Cynthia Chen",10.1186/s44167-023-00031-7,https://doi.org/10.1186/s44167-023-00031-7,"Journal of Activity, Sedentary and Sleep Behaviors",2,2023
The effect of a four-week fitness program on satisfaction with health and life,"P. Wicker, D. Coates, C. Breuer",10.1007/s00038-014-0601-7,https://doi.org/10.1007/s00038-014-0601-7,International Journal of Public Health,37,2014
What explains the well-being benefits of physical activity? A mixed-methods analysis of the roles of participation frequency and social identification.,"Yuhei Inoue, Daniel Lock, Mikihiro Sato, Kurumi Aizawa, Akane Mikura, Natsumi Kohno, Etsuko Ogasawara",10.1016/j.socscimed.2023.116454,https://doi.org/10.1016/j.socscimed.2023.116454,Social Science & Medicine (1967),2,2023
Lebensqualität und Sport & Bewegung bei chronisch erkrankten Menschen. Entwicklung und Validierung eines Testinstruments.,A. Hanssen-Doose,-,-,-,3,2009
Associations between physical activity and physical and mental health--a HUNT 3 study.,"G. F. Bertheussen, P. Romundstad, T. Landmark, S. Kaasa, O. Dale, J. Helbostad",10.1249/MSS.0b013e318206c66e,https://doi.org/10.1249/MSS.0b013e318206c66e,Medicine & Science in Sports & Exercise,47,2011
Level of physical activity at the age of 65 predicts successful aging seven years later: the PROOF study.,"E. Achour, J. Barthélémy, Karine Castro Lionard, B. Trombert, J. Lacour, C. Thomas-Antérion, R. Gonthier, M. Garet, F. Roche",10.1089/rej.2010.1101,https://doi.org/10.1089/rej.2010.1101,Rejuvenation Research,14,2011
Influence of sport activity on satisfaction with life and sense of coherence among physically disabled people,-,10.29359/BJHPA.08.4.12,https://doi.org/10.29359/BJHPA.08.4.12,-,7,2016
Changing level of physical activity and changing degree of happiness.,G. Matheson,10.1097/JSM.0000000000000092,https://doi.org/10.1097/JSM.0000000000000092,Clinical Journal of Sports Medicine,2,2014
Associations between levels of physical activity and satisfaction with life among Norwegian adolescents: a cross-sectional study,"Erik Grasaas, Sergej Ostojic, Ø. Sandbakk",10.3389/fspor.2024.1437747,https://doi.org/10.3389/fspor.2024.1437747,Frontiers in Sports and Active Living,2,2024
Physical Exercise as Medicine to Enhance life Satisfaction among Older Adult Women residing in Urban Area,Sania Sarfraz,10.47205/jdss.2023(4-iii)59,https://doi.org/10.47205/jdss.2023(4-iii)59,Journal of Development and Social Sciences,0,2023
Analysis of the Literature on the Role of Physical Activity in Improving Wellbeing and Quality of Life,"Rezeki Nur, Yossy Dwi Erliana, Indra Tjahyadi, Budi Mardikawati",10.58812/wsis.v1i11.340,https://doi.org/10.58812/wsis.v1i11.340,West Science Interdisciplinary Studies,4,2023
Movement matters: short-term impacts of physical activity on mood and well-being,"Loree T. Pham, R. Hernandez, D. Spruijt-Metz, Jeffrey S. Gonzalez, E. Pyatak",10.1007/s10865-023-00407-9,https://doi.org/10.1007/s10865-023-00407-9,Journal of behavioral medicine,5,2023
Influencia de la actividad física en el bienestar psicológico del mayor,A. Rodríguez,10.17060/IJODAEP.2016.N2.V1.553,https://doi.org/10.17060/IJODAEP.2016.N2.V1.553,-,2,2016
Would you be happier if you moved more? Physical activity focusing illusion,"Lukasz D. Kaczmarek, Maciej Behnke, Jolanta Enko, Agnieszka Hoffman, Marcin Kiciński, Jakub Paruszewski, Michał Szabat, S. Dombrowski",10.1007/s12144-019-00315-9,https://doi.org/10.1007/s12144-019-00315-9,Current Psychology,0,2019
"Psychology of physical activity: Determinants, well-being and interventions (3rd Edition)","S. Biddle, N. Mutrie, T. Gorely",10.5860/choice.192092,https://doi.org/10.5860/choice.192092,-,503,2007
Active Leisure Time Predicts Happiness among Iranian Adults: A Study Comparing Adults with Physically Active versus Inactive Lifestyle,"Rasool Norouzi Seyed Hosseini, Sahar Khanizadeh, Fereshteh Mohebbi, Zainab Mirzaeian Vanab, Alexandra J. Bratty, Ebrahim Norouzi, G. Badicu, F. Fischetti, S. Cataldi, Gianpiero Greco",10.1155/2023/3600571,https://doi.org/10.1155/2023/3600571,Perspectives in psychiatric care,5,2023
The impact of short-term incentives on physical activity in a UK behavioural incentives programme,"C. Hajat, Ali Hasan, S. Subel, Adam Noach",10.1038/s41746-019-0164-3,https://doi.org/10.1038/s41746-019-0164-3,npj Digital Medicine,21,2019
Private Religious or Spiritual Activities and its Impact on Life Satisfaction: A Population-based Study,S. Desai,10.31219/osf.io/cvda6,https://doi.org/10.31219/osf.io/cvda6,-,0,2019
Why Should We Do Physical Activity? More Active People for a Healthier World,"N. Demi̇rci̇, I. Yildirim, Pervin Toptaş Demirci, Yasin Ersöz",10.33438/IJDSHS.488292,https://doi.org/10.33438/IJDSHS.488292,International Journal of Disabilities Sports & Health Sciences,495,2018
The Role of Physical Activity Behavior in the Mental Wellbeing of Vocational Education and Training Students: The PHIT2LEARN Study,"M. Kirschner, R. Golsteijn, I. V. D. van der Wurff, H. Savelberg, R. D. de Groot",10.3389/feduc.2022.839848,https://doi.org/10.3389/feduc.2022.839848,Frontiers in Education,4,2022
Is it Pleasure or Health from Leisure that We Benefit from Most? An Analysis of Well-Being Alternatives and Implications for Policy,"P. Downward, P. Dawson",10.1007/s11205-015-0887-8,https://doi.org/10.1007/s11205-015-0887-8,Social Indicators Research,0,2015
Walking Outdoors during Seminars Improved Perceived Seminar Quality and Sense of Well-Being among Participants,"Olle Bälter, Björn Hedin, Helena Tobiasson, Susanna Toivanen",10.3390/ijerph15020303,https://doi.org/10.3390/ijerph15020303,International Journal of Environmental Research and Public Health,15,2018
Physical Activity and Wellness,"Halit Egesoy, H. Gümüşdağ, F. Ünver, Eylem Çelik",10.5505/jiasscience.2021.30075,https://doi.org/10.5505/jiasscience.2021.30075,The Journal of International Anatolia Sport Science,3,2021
"Improving the well-being of university students through in-class ""fit-breaks"": A two-part investigation","Alyona Koulanova, C. Sabiston, Aryel Maharaj, Jessica Dere, M. Silver, Brian Harrington",-,-,-,0,2018
Successfully Striving for Happiness: Socially Engaged Pursuits Predict Increases in Life Satisfaction,"J. Rohrer, D. Richter, Martin Brümmer, G. Wagner, S. Schmukle",10.1177/0956797618761660,https://doi.org/10.1177/0956797618761660,Psychology Science,42,2018
Physical activity in relation to wellbeing among newly arrived refugees in Sweden,"K. S. Forss, E. Mangrio, M. Leijon, M. Grahn, S. Zdravkovic",10.1093/eurpub/ckaa166.727,https://doi.org/10.1093/eurpub/ckaa166.727,-,0,2020
Effects of Physical Activity on Subjective well-being— Evidence from the Meta-analysis of Experiment Studies,X. Le,-,-,-,4,2014
Benchmarking the effectiveness of interventions to promote physical activity: A metasynthesis.,"Charles E Wright, R. Rhodes, Elijah W Ruggiero, P. Sheeran",10.1037/hea0001118,https://doi.org/10.1037/hea0001118,Health Psychology,16,2021
The relationship between physical inactivity and mental wellbeing: Findings from a gamification-based community-wide physical activity intervention,M. Harris,10.1177/2055102917753853,https://doi.org/10.1177/2055102917753853,Health Psychology Open,67,2018
Actively tackling inactivity,"Steve Haake, Simon Tobin",10.3399/bjgp22x720497,https://doi.org/10.3399/bjgp22x720497,British Journal of General Practice,1,2022
"Common Experiences And Beliefs Among Highly-active, Previously-sedentary, Middle-aged Adults","D. McMILLIan, Erin Krekling, Jordan Hirae, Elizabeth Piper",10.1249/01.mss.0000764512.00023.d5,https://doi.org/10.1249/01.mss.0000764512.00023.d5,Medicine & Science in Sports & Exercise,0,2021
The active Launceston Health Promotion Initiative,"Lk Byrne, K. Ogden, S. Auckland",-,-,-,1,2014
"Physical activity, multimorbidity, and life expectancy: a UK Biobank longitudinal study","Y. Chudasama, K. Khunti, F. Zaccardi, A. Rowlands, T. Yates, C. Gillies, M. Davies, N. Dhalwani",10.1186/s12916-019-1339-0,https://doi.org/10.1186/s12916-019-1339-0,BMC Medicine,216,2019
"The effects of physical activity on perceived stress, anxiety and life satisfaction",N. Richardson,-,-,-,1,2014
Physical activity trajectories and mortality: population based cohort study,"A. Mok, K. Khaw, R. Luben, N. Wareham, S. Brage",10.1136/bmj.l2323,https://doi.org/10.1136/bmj.l2323,British medical journal,278,2019
Objective and subjective measures of physical functioning in women with fibromyalgia: what type of measure is associated most clearly with subjective well-being?,"D. Munguía-Izquierdo, M. Pulido-Martos, F. Acosta, P. Acosta‐Manzano, B. Gavilán-Carrera, M. Rodriguez-Ayllon, R. Geenen, M. Delgado-Fernández, Inmaculada C. Álvarez-Gallardo, V. Segura‐Jiménez, B. Walitt, F. Estévez-López",10.1080/09638288.2019.1671503,https://doi.org/10.1080/09638288.2019.1671503,Disability and Rehabilitation,20,2019
"An investigation into the effect of providing employees with a pedometer on overall exercise levels, barriers to physical activity, stress, and satisfaction with work and life.",Liana Jessica Styles,-,-,-,0,2011
Long-term Physical Activity And Health-related Quality Of Life In Middle Aged Women: 913 Board #135 10:30 AM ??? 12:00 PM,"K. Wolin, Graham A Colditz, R. Glynn, I. Lee, I. Kawachi",10.1097/00005768-200505001-00911,https://doi.org/10.1097/00005768-200505001-00911,-,2,2005
The Effect of an Acute Sedentary Behaviour Reducing Intervention on Subjective Well-Being among University Students: A Pilot Randomized Trial,"Wuyou Sui, H. Prapavessis",10.5334/HPB.29,https://doi.org/10.5334/HPB.29,-,1,2021
Unpacking the feel-good effect of free-time physical activity: between- and within-person associations with pleasant-activated feeling states.,"Amanda L. Hyde, D. Conroy, A. Pincus, Nilam Ram",10.1123/JSEP.33.6.884,https://doi.org/10.1123/JSEP.33.6.884,Journal of Sport & Exercise Psychology (JSEP),68,2011
Regular Physical Activity and Life Satisfaction: Unpacking the Roles of Self-Control and Emotion Regulation,"Wiktor Potoczny, R. Herzog-Krzywoszańska, Łukasz Krzywoszański",10.3390/app15041878,https://doi.org/10.3390/app15041878,Applied Sciences,0,2025
Physical Activity Intervention Effects on Sedentary Time in Spanish-Speaking Latinas.,"Sheri J. Hartman, Dori W Pekmezi, S. Dunsiger, B. Marcus",10.1123/jpah.2019-0112,https://doi.org/10.1123/jpah.2019-0112,Journal of Physical Activity and Health,6,2020
Physical activity: how nurses and midwives can make a difference.,"Rita Newland, Casey Bodman, Caitlin Thomas, Jamie Blackshaw, J. Waterall",10.12968/bjon.2021.30.22.1310,https://doi.org/10.12968/bjon.2021.30.22.1310,British Journal of Nursing,1,2021
Prescribing pleasure and meaning: cultivating walking motivation and maintenance.,"Michelle L. Segar, C. Richardson",10.1016/j.amepre.2014.07.001,https://doi.org/10.1016/j.amepre.2014.07.001,American Journal of Preventive Medicine,48,2014
Percepción de satisfacción con la vida y actividad física en estudiantes universitarios de costa rica,"Daniel Rojas Valverde, A. F. Campos",-,-,-,3,2017
Walking more than sport distinguishes the physically active from the physically inactive: is this the key to a physically active population?,"D. Shipton, B. Whyte",10.1093/EURPUB/CKU161.118,https://doi.org/10.1093/EURPUB/CKU161.118,-,0,2014
"The Relationships between Physical Activity and Life Satisfaction and Happiness among Young, Middle-Aged, and Older Adults","Hsin-Yu An, Wei Chen, Cheng-Wei Wang, Hui-Fei Yang, Wan-Ting Huang, S. Fan",10.3390/ijerph17134817,https://doi.org/10.3390/ijerph17134817,International Journal of Environmental Research and Public Health,247,2020
Within-Person Relationships Between Recreational Running and Psychological Well-Being.,"J. Nezlek, M. Cypryańska, Piotr Cypryański, K. Chlebosz, Karolina Jenczylik, Joanna Sztachańska, A. Zalewska",10.1123/jsep.2017-0244,https://doi.org/10.1123/jsep.2017-0244,Journal of Sport & Exercise Psychology (JSEP),22,2018
Impact Of A Multicomponent Physical Activity Intervention On Psychological Well-beingin Older Adults,"Zhanjia Zhang, B. Giordani, Weiyun Chen",10.1249/01.mss.0000881332.31789.3b,https://doi.org/10.1249/01.mss.0000881332.31789.3b,Medicine &amp; Science in Sports &amp; Exercise,0,2022
Longitudinal association of physical activity and sedentary behavior during leisure time with health-related quality of life in community-dwelling older adults,"Teresa Balboa-Castillo, L. León-Muñoz, A. Graciani, F. Rodríguez‐Artalejo, P. Guallar-Castillón",10.1186/1477-7525-9-47,https://doi.org/10.1186/1477-7525-9-47,Health and Quality of Life Outcomes,313,2011
The Importance of Engaging in Physical Activity in Older Adulthood for Transitions between Cognitive Status Categories and Death: A Coordinated Analysis of Fourteen Longitudinal Studies.,"Tomiko Yoneda, N. Lewis, Jamie E Knight, J. Rush, R. Vendittelli, L. Kleineidam, Jinshil Hyun, A. Piccinin, S. Hofer, E. Hoogendijk, C. Derby, M. Scherer, S. Riedel-Heller, M. Wagner, A. van den Hout, Wenyu Wang, D. Bennett, G. Muniz-Terrera",10.1093/gerona/glaa268,https://doi.org/10.1093/gerona/glaa268,"The journals of gerontology. Series A, Biological sciences and medical sciences",24,2020
Predictors increase in physical activity level in adolescents: a two-year prospective study,K. Jung,-,-,-,0,2015
"Effects of physical activity and sedentary time on depression, anxiety and well-being: a bidirectional Mendelian randomisation study","Francesco Casanova, Jessica O’Loughlin, Vasilis Karageorgiou, R. Beaumont, Jack Bowden, Andrew R Wood, Jessica Tyrrell",10.1186/s12916-023-03211-z,https://doi.org/10.1186/s12916-023-03211-z,BMC Medicine,16,2023
Which patients benefit from physical activity on prescription (PAP)? A prospective observational analysis of factors that predict increased physical activity,"Stefan Lundqvist, M. Börjesson, M. Larsson, Å. Cider, L. Hagberg",10.1186/s12889-019-6830-1,https://doi.org/10.1186/s12889-019-6830-1,BMC Public Health,21,2019
The effect of physical activity promotion program on life satisfaction in the rural elderly,"Z. Hori, S. M. K. Kermanshahi, R. Memarian",-,-,-,1,2017
The Built Environment as a Determinant of Physical Activity: A Systematic Review of Longitudinal Studies and Natural Experiments.,"Mikko Kärmeniemi, Tiina Lankila, T. Ikäheimo, H. Koivumaa-Honkanen, R. Korpelainen",10.1093/abm/kax043,https://doi.org/10.1093/abm/kax043,Annals of Behavioral Medicine,298,2018
Participation in Physical Activity is Associated with Well-being in European University Students,"M. Peralta, João Miguel Santos, Joana Bordado, Duarte Henriques-Neto, J. Martins, P. Cruz, É. Gouveia, A. Marques",10.26773/MJSSM.210906,https://doi.org/10.26773/MJSSM.210906,-,6,2021
The effectiveness of physical activity interventions in older adults,"R. Sharpe, Noreen Orr, J. Smith, C. Phoenix, A. Bethel, V. Goodwin, I. Lang, Ruth Carside",10.1289/ISEE.2016.3392,https://doi.org/10.1289/ISEE.2016.3392,-,9,2016
Does participating in physical activity in outdoor natural environments have a greater effect on physical and mental wellbeing than physical activity indoors? A systematic review,"J. Coon, K. Boddy, K. Stein, R. Whear, J. Barton, M. Depledge",10.1021/es102947t,https://doi.org/10.1021/es102947t,Journal of Epidemiology and Community Health,1244,2011
How strongly related are health status and subjective well-being? Systematic review and meta-analysis,"K. Ngamaba, M. Panagioti, C. Armitage",10.1093/eurpub/ckx081,https://doi.org/10.1093/eurpub/ckx081,European Journal of Public Health,231,2017
Health or Happiness? What is the Impact of Physical Activity on the Individual?,"Simona Rasciute, P. Downward",10.1111/j.1467-6435.2010.00472.x,https://doi.org/10.1111/j.1467-6435.2010.00472.x,-,192,2010
The Relationship Between Life Satisfaction and Healthcare Utilization: A Longitudinal Study.,"V. Goel, L. Rosella, L. Fu, Amanda Alberga",10.1016/j.amepre.2018.04.004,https://doi.org/10.1016/j.amepre.2018.04.004,American Journal of Preventive Medicine,31,2018
Association of objectively measured sedentary behavior and physical activity levels with health-related quality of life in middle-aged women: The FLAMENCO project.,"N. Marín-Jiménez, P. Ruiz-Montero, Marta de la Flor-Alemany, P. Aranda, V. Aparicio",10.1097/GME.0000000000001494,https://doi.org/10.1097/GME.0000000000001494,Menopause,11,2020
The impact of physical activity on students' happiness in the context of positive and negative motivation,Katarzyna Błońska,10.15561/20755279.2022.0205,https://doi.org/10.15561/20755279.2022.0205,Physical Education of Students,1,2022
Relationships between physical activity and perceived qualities of life in old age. Results of the SNAC study,"M. Rennemark, M. Lindwall, A. Halling, J. Berglund",10.1080/13607860802154416,https://doi.org/10.1080/13607860802154416,Aging & Mental Health,55,2009
"The mediating role of exercise behaviour on satisfaction with life, mental well-being and BMI among university employees","Kashef N. Zayed, Md. Dilsad Ahmed, R. L. van Niekerk, W. Ho",10.1080/23311908.2018.1430716,https://doi.org/10.1080/23311908.2018.1430716,-,33,2018
Increase of physical activity level after successful renal transplantation: a 5 year follow-up study.,"H. Nielens, T. Lejeune, A. Lalaoui, J. Squifflet, Y. Pirson, É. Goffin",10.1093/NDT/16.1.134,https://doi.org/10.1093/NDT/16.1.134,"Nephrology, Dialysis and Transplantation",95,2001
Are Exercise Referral Schemes Associated With an Increase in Physical Activity? Observational Findings Using Individual Patient Data Meta-Analysis From the National Referral Database.,"Nikita Rowley, J. Steele, M. Wade, R. Copeland, S. Mann, G. Liguori, E. Horton, A. Jiménez",10.1123/JPAH.2019-0435,https://doi.org/10.1123/JPAH.2019-0435,Journal of Physical Activity and Health,15,2020
Exercise dose and quality of life: a randomized controlled trial.,"C. Martin, T. Church, A. Thompson, C. Earnest, S. Blair",10.1001/archinternmed.2008.545,https://doi.org/10.1001/archinternmed.2008.545,Archives of Internal Medicine,242,2009
Satysfakcja z życia aktywnych i nieaktywnych osób po 60. roku życia,Dominika Świerżewska,-,-,-,11,2010
Activity patterns in very old people: a survey of cognitively intact subjects aged 90 years or older.,"P. Hillerås, Anthony F Jorm, A. Herlitz, B. Winblad",10.1093/AGEING/28.2.147,https://doi.org/10.1093/AGEING/28.2.147,Age and Ageing,81,1999
"The relationship between the level of physical activity, independence in daily activities, and life quality and satisfaction in women over 80 living in rural areas - a pilot study.","G. Żurek, Ewelina Lepsy, A. Żurek, A. Radajewska, K. Ptaszkowski, Magdalena Golachowska",10.32394/rpzh.2020.0112,https://doi.org/10.32394/rpzh.2020.0112,Roczniki Panstwowego Zakladu Higieny,7,2020
"Jaroslav Broďáni, Luboslav Šiška Habitual Subjective Well-Being and Movement Activity of Female Adolescents","Jana Długosza, J. Broďáni",-,-,-,0,2018
To increase physical activity in sedentary patients with affective – or schizophrenia spectrum disorders – a clinical study of adjuvant physical therapy in mental health,"A. L. Gyllensten, Maria N Ovesson, Lena Hedlund, Livia Ambrus, Å. Tornberg",10.1080/08039488.2019.1669706,https://doi.org/10.1080/08039488.2019.1669706,Nordic Journal of Psychiatry,5,2020
Daily Meaning Salience and Physical Activity in Previously Inactive Exercise Initiates,"S. Hooker, K. Masters",10.1037/hea0000599,https://doi.org/10.1037/hea0000599,Health Psychology,30,2018
The impact of life events and transitions on physical activity: A scoping review,"H. Gropper, Jannika M. John, G. Sudeck, A. Thiel",10.1371/journal.pone.0234794,https://doi.org/10.1371/journal.pone.0234794,PLoS ONE,103,2020
Physical activity behaviors and perceived life satisfaction among public high school adolescents.,"R. Valois, K. Zullig, E. Huebner, J. Drane",10.1111/J.1746-1561.2004.TB04201.X,https://doi.org/10.1111/J.1746-1561.2004.TB04201.X,Journal of School Health,280,2004
Physical activity and subjective well-being in healthy individuals: a meta-analytic review,"S. Buecker, T. Simacek, Britta Ingwersen, Sophia Terwiel, Bianca A. Simonsmeier",10.1080/17437199.2020.1760728,https://doi.org/10.1080/17437199.2020.1760728,Health Psychology Review,187,2020
A test of new imagery-based intervention for increasing physical activity,Allison J. Dobson,10.5204/thesis.eprints.117345,https://doi.org/10.5204/thesis.eprints.117345,-,1,2018
Be Active and Be Well? A Cross-sectional Survey of US Anesthesia Residents.,"Sarah L. Nizamuddin, Junaid Nizamuddin, Usman Latif, A. Tung, J. Klafta, S. Lee, Cindy M. Ku, D. Stahl, Jason S Lee, S. Shahul",10.46374/volxxii-issue2-nizamuddin,https://doi.org/10.46374/volxxii-issue2-nizamuddin,The journal of education in perioperative medicine : JEPM,1,2020
"Disability, Life Satisfaction and Participation in Sports",Ricardo Pagán,10.1007/978-3-319-75529-8_20,https://doi.org/10.1007/978-3-319-75529-8_20,-,2,2018
How do we get adults and older adults to do more physical activity and is it worth it?,"T. Harris, U. Chaudhry, C. Wahlich",10.5837/bjc.2019.010,https://doi.org/10.5837/bjc.2019.010,British Journal of Cardiology,2,2019
Interventions for promoting physical activity.,"M. Hillsdon, C. Foster, M. Thorogood",10.1002/14651858.cd003180,https://doi.org/10.1002/14651858.cd003180,Cochrane Database of Systematic Reviews,713,2005
Motivational factors associated with physical activity and quality of life in people with severe mental illness,"Anders Farholm, M. Sørensen, H. Halvari",10.1111/scs.12413,https://doi.org/10.1111/scs.12413,Scandinavian Journal of Caring Sciences,21,2017
